function,optimizer,lr,saddle_id,saddle_x,saddle_y,lambda_min,r_escape,r_diverge,SEE_basic,SEE_basic_CI_lo,SEE_basic_CI_hi,SEE_quality,SEE_quality_CI_lo,SEE_quality_CI_hi,P_escape,P_quality,diverge_rate,stuck_rate,tau_escape_mean,tau_quality_mean,wilcoxon_p_vs_best,cohens_d_vs_best
SixHumpCamel,Adam,0.01,0,-1.6380679841905499,-0.22867406921908912,-5.545775013423169,0.2123189910947152,3.605551275463989,0.056179775280898875,0.054168252759802055,0.05854972531168407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.8,,1.0,0.6352723202587333
SixHumpCamel,Adam,0.1,0,-1.6380679841905499,-0.22867406921908912,-5.545775013423169,0.2123189910947152,3.605551275463989,0.31446540880503143,0.30120481927710846,0.32679738562091504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.18,,1.0,0.6352723202587333
SixHumpCamel,AdamW,0.01,0,-1.6380679841905499,-0.22867406921908912,-5.545775013423169,0.2123189910947152,3.605551275463989,0.056179775280898875,0.054168252759802055,0.05854972531168407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.8,,1.0,0.6427553737175448
SixHumpCamel,AdamW,0.1,0,-1.6380679841905499,-0.22867406921908912,-5.545775013423169,0.2123189910947152,3.605551275463989,0.3125,0.2994011976047904,0.3246753246753247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.2,,1.0,0.6427553737175448
SixHumpCamel,RMSProp,0.01,0,-1.6380679841905499,-0.22867406921908912,-5.545775013423169,0.2123189910947152,3.605551275463989,0.32679738562091504,0.31446540880503143,0.33783783783783783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.06,,,0.0
SixHumpCamel,RMSProp,0.1,0,-1.6380679841905499,-0.22867406921908912,-5.545775013423169,0.2123189910947152,3.605551275463989,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,0.0
SixHumpCamel,AdaGrad,0.01,0,-1.6380679841905499,-0.22867406921908912,-5.545775013423169,0.2123189910947152,3.605551275463989,0.017692852087756547,0.01675491211595533,0.018747656542932135,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.52,,1.0,0.6263264681420684
SixHumpCamel,AdaGrad,0.1,0,-1.6380679841905499,-0.22867406921908912,-5.545775013423169,0.2123189910947152,3.605551275463989,0.32679738562091504,0.31446540880503143,0.33783783783783783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.06,,1.0,0.6263264681420684
SixHumpCamel,SGD_momentum,0.01,0,-1.6380679841905499,-0.22867406921908912,-5.545775013423169,0.2123189910947152,3.605551275463989,0.07621951219512195,0.07022225680381991,0.08279525386313467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.12,,1.0,1.0338275293798702
SixHumpCamel,SGD_momentum,0.1,0,-1.6380679841905499,-0.22867406921908912,-5.545775013423169,0.2123189910947152,3.605551275463989,0.2183406113537118,0.20323146045225635,0.23696682464454977,0.0,0.0,0.0,1.0,0.0,0.52,0.0,4.58,,1.0,1.0338275293798702
SixHumpCamel,GD_fixed,0.01,1,1.6380679841897314,0.22867406904376153,-5.5457750172603815,0.2123189910212617,3.605551275463989,0.025354969574036514,0.02291214365043789,0.027980246160054793,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.44,,1.0,0.9278462723283628
SixHumpCamel,GD_fixed,0.1,1,1.6380679841897314,0.22867406904376153,-5.5457750172603815,0.2123189910212617,3.605551275463989,0.16891891891891891,0.15625,0.18050541516245489,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.92,,1.0,0.9278462723283628
SixHumpCamel,Adam,0.01,1,1.6380679841897314,0.22867406904376153,-5.5457750172603815,0.2123189910212617,3.605551275463989,0.05611672278338945,0.054052594711342015,0.05841292288353282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.82,,1.0,0.6352723202587333
SixHumpCamel,Adam,0.1,1,1.6380679841897314,0.22867406904376153,-5.5457750172603815,0.2123189910212617,3.605551275463989,0.31446540880503143,0.30120481927710846,0.32685113519091846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.18,,1.0,0.6352723202587333
SixHumpCamel,AdamW,0.01,1,1.6380679841897314,0.22867406904376153,-5.5457750172603815,0.2123189910212617,3.605551275463989,0.05611672278338945,0.054052594711342015,0.05841292288353282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.82,,1.0,0.6427553737175448
SixHumpCamel,AdamW,0.1,1,1.6380679841897314,0.22867406904376153,-5.5457750172603815,0.2123189910212617,3.605551275463989,0.31446540880503143,0.30120481927710846,0.32685113519091846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.18,,1.0,0.6427553737175448
SixHumpCamel,RMSProp,0.01,1,1.6380679841897314,0.22867406904376153,-5.5457750172603815,0.2123189910212617,3.605551275463989,0.32679738562091504,0.31446540880503143,0.33783783783783783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.06,,,0.0
SixHumpCamel,RMSProp,0.1,1,1.6380679841897314,0.22867406904376153,-5.5457750172603815,0.2123189910212617,3.605551275463989,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,0.0
SixHumpCamel,AdaGrad,0.01,1,1.6380679841897314,0.22867406904376153,-5.5457750172603815,0.2123189910212617,3.605551275463989,0.01723543605653223,0.01622849724115547,0.018171427926108586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.02,,1.0,0.6263264681420684
SixHumpCamel,AdaGrad,0.1,1,1.6380679841897314,0.22867406904376153,-5.5457750172603815,0.2123189910212617,3.605551275463989,0.32679738562091504,0.31446540880503143,0.33783783783783783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.06,,1.0,0.6263264681420684
SixHumpCamel,SGD_momentum,0.01,1,1.6380679841897314,0.22867406904376153,-5.5457750172603815,0.2123189910212617,3.605551275463989,0.07485029940119761,0.06915390522913276,0.08038908823544641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.36,,1.0,1.0338275293798702
SixHumpCamel,SGD_momentum,0.1,1,1.6380679841897314,0.22867406904376153,-5.5457750172603815,0.2123189910212617,3.605551275463989,0.21645021645021645,0.2032520325203252,0.23148148148148148,0.0,0.0,0.0,1.0,0.0,0.4,0.0,4.62,,1.0,1.0338275293798702
SixHumpCamel,GD_fixed,0.01,2,0.0,0.0,-8.06225774829855,0.17609281587034933,3.605551275463989,0.04351610095735422,0.038998527281682245,0.048497782339702235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.98,,1.0,0.9278462723283628
SixHumpCamel,GD_fixed,0.1,2,0.0,0.0,-8.06225774829855,0.17609281587034933,3.605551275463989,0.2347417840375587,0.2164268920734438,0.25513474620617477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.26,,1.0,0.9278462723283628
SixHumpCamel,Adam,0.01,2,0.0,0.0,-8.06225774829855,0.17609281587034933,3.605551275463989,0.06954102920723226,0.06639886079026071,0.07289162532180793,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.38,,1.0,0.6352723202587333
SixHumpCamel,Adam,0.1,2,0.0,0.0,-8.06225774829855,0.17609281587034933,3.605551275463989,0.3597122302158274,0.34716235632183906,0.37601105035315563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.78,,1.0,0.6352723202587333
SixHumpCamel,AdamW,0.01,2,0.0,0.0,-8.06225774829855,0.17609281587034933,3.605551275463989,0.06925207756232687,0.0663042489309435,0.07257687441553441,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.44,,1.0,0.6427553737175448
SixHumpCamel,AdamW,0.1,2,0.0,0.0,-8.06225774829855,0.17609281587034933,3.605551275463989,0.3597122302158274,0.34716235632183906,0.37601105035315563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.78,,1.0,0.6427553737175448
