function,optimizer,lr,saddle_id,saddle_x,saddle_y,lambda_min,r_escape,r_diverge,SEE_basic,SEE_basic_CI_lo,SEE_basic_CI_hi,SEE_quality,SEE_quality_CI_lo,SEE_quality_CI_hi,P_escape,P_quality,diverge_rate,stuck_rate,tau_escape_mean,tau_quality_mean,wilcoxon_p_vs_best,cohens_d_vs_best
SixHumpCamel,RMSProp,0.01,2,0.0,0.0,-8.06225774829855,0.17609281587034933,3.605551275463989,0.3597122302158274,0.34716235632183906,0.37601105035315563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.78,,,0.0
SixHumpCamel,RMSProp,0.1,2,0.0,0.0,-8.06225774829855,0.17609281587034933,3.605551275463989,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,0.0
SixHumpCamel,AdaGrad,0.01,2,0.0,0.0,-8.06225774829855,0.17609281587034933,3.605551275463989,0.027502750275027504,0.025919494729924223,0.029344016775550423,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.36,,1.0,0.6263264681420684
SixHumpCamel,AdaGrad,0.1,2,0.0,0.0,-8.06225774829855,0.17609281587034933,3.605551275463989,0.3597122302158274,0.34716235632183906,0.37601105035315563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.78,,1.0,0.6263264681420684
SixHumpCamel,SGD_momentum,0.01,2,0.0,0.0,-8.06225774829855,0.17609281587034933,3.605551275463989,0.10101010101010101,0.09309693771984275,0.10893246187363835,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9,,1.0,1.0338275293798702
SixHumpCamel,SGD_momentum,0.1,2,0.0,0.0,-8.06225774829855,0.17609281587034933,3.605551275463989,0.2617801047120419,0.24506814921090386,0.27932960893854747,0.0,0.0,0.0,1.0,0.0,0.2,0.0,3.82,,1.0,1.0338275293798702
Rastrigin,GD_fixed,0.01,0,-4.5229936595803535,-4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,,1.0,0.9278462723283628
Rastrigin,GD_fixed,0.1,0,-4.5229936595803535,-4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.12,,1.0,0.9278462723283628
Rastrigin,Adam,0.01,0,-4.5229936595803535,-4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.78125,0.6756756756756757,0.9259259259259259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.28,,1.0,0.6352723202587333
Rastrigin,Adam,0.1,0,-4.5229936595803535,-4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,,1.0,0.6352723202587333
Rastrigin,AdamW,0.01,0,-4.5229936595803535,-4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.78125,0.6756756756756757,0.9259259259259259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.28,,1.0,0.6427553737175448
Rastrigin,AdamW,0.1,0,-4.5229936595803535,-4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,,1.0,0.6427553737175448
Rastrigin,RMSProp,0.01,0,-4.5229936595803535,-4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,,,0.0
Rastrigin,RMSProp,0.1,0,-4.5229936595803535,-4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,,,0.0
Rastrigin,AdaGrad,0.01,0,-4.5229936595803535,-4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.78125,0.6756756756756757,0.9259259259259259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.28,,1.0,0.6263264681420684
Rastrigin,AdaGrad,0.1,0,-4.5229936595803535,-4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,,1.0,0.6263264681420684
Rastrigin,SGD_momentum,0.01,0,-4.5229936595803535,-4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.88,0.0,1.12,,1.0,1.0338275293798702
Rastrigin,SGD_momentum,0.1,0,-4.5229936595803535,-4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.12,,1.0,1.0338275293798702
Rastrigin,GD_fixed,0.01,1,4.5229936595803535,4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,,1.0,0.9278462723283628
Rastrigin,GD_fixed,0.1,1,4.5229936595803535,4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.12,,1.0,0.9278462723283628
Rastrigin,Adam,0.01,1,4.5229936595803535,4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.78125,0.6756756756756757,0.9259259259259259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.28,,1.0,0.6352723202587333
Rastrigin,Adam,0.1,1,4.5229936595803535,4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,,1.0,0.6352723202587333
Rastrigin,AdamW,0.01,1,4.5229936595803535,4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.78125,0.6756756756756757,0.9259259259259259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.28,,1.0,0.6427553737175448
Rastrigin,AdamW,0.1,1,4.5229936595803535,4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,,1.0,0.6427553737175448
Rastrigin,RMSProp,0.01,1,4.5229936595803535,4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,,,0.0
Rastrigin,RMSProp,0.1,1,4.5229936595803535,4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,,,0.0
Rastrigin,AdaGrad,0.01,1,4.5229936595803535,4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.78125,0.6756756756756757,0.9259259259259259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.28,,1.0,0.6263264681420684
Rastrigin,AdaGrad,0.1,1,4.5229936595803535,4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,,1.0,0.6263264681420684
Rastrigin,SGD_momentum,0.01,1,4.5229936595803535,4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.78,0.0,1.12,,1.0,1.0338275293798702
Rastrigin,SGD_momentum,0.1,1,4.5229936595803535,4.974691390876903,-388.67125722364096,0.025361725120968764,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.12,,1.0,1.0338275293798702
Rastrigin,GD_fixed,0.01,2,4.974691390876903,-4.522993659580354,-388.67125722364085,0.02536172512096877,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.12,,1.0,0.9278462723283628
Rastrigin,GD_fixed,0.1,2,4.974691390876903,-4.522993659580354,-388.67125722364085,0.02536172512096877,7.240773439350247,0.8928571428571428,0.8333333333333334,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.12,,1.0,0.9278462723283628
Rastrigin,Adam,0.01,2,4.974691390876903,-4.522993659580354,-388.67125722364085,0.02536172512096877,7.240773439350247,0.8474576271186441,0.746268656716418,0.9615384615384616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.18,,1.0,0.6352723202587333
